"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21"
"mRNA splicing, via spliceosome [GO:0000398]",0.478366191222471,0.172515857354745,0.809470591722169,0.427076490172041,0.350601698640916,0.394427351683511,1,1,0.489837206854185,1,1,1,0.465654322013922,1,0.633403039945524,1,0.763934698403083,1,1,0.148016933558387
"regulation of transcription by galactose [GO:0000409]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0184826160010338,1,1,1
"negative regulation of transcription by galactose [GO:0000410]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription by galactose [GO:0000411]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0184826160010338,1,1,1
"histone peptidyl-prolyl isomerization [GO:0000412]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"protein peptidyl-prolyl isomerization [GO:0000413]",0.988629553686825,0.155637619763524,1,0.063175677817533,1,0.23520518363202,1,1,0.0753289966817074,1,1,1,1,1,1,1,1,1,1,1
"regulation of histone H3-K36 methylation [GO:0000414]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of histone H3-K36 methylation [GO:0000415]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of histone H3-K36 methylation [GO:0000416]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitochondrion degradation [GO:0000422]",0.784492357931956,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0545570386005604,1,1,1,1,1
"macromitophagy [GO:0000423]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"micromitophagy [GO:0000424]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"macropexophagy [GO:0000425]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"micropexophagy [GO:0000426]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"carbon catabolite regulation of transcription from RNA polymerase II promoter [GO:0000429]",1,1,1,0.330232358271452,1,1,1,1,1,1,1,1,1,1,1,1,0.0366259699193188,1,1,1
"regulation of transcription from RNA polymerase II promoter by glucose [GO:0000430]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of transcription from RNA polymerase II promoter by galactose [GO:0000431]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0184826160010338,1,1,1
"positive regulation of transcription from RNA polymerase II promoter by glucose [GO:0000432]",1,1,1,0.181594933436733,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of transcription from RNA polymerase II promoter by glucose [GO:0000433]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of transcription from RNA polymerase II promoter by galactose [GO:0000434]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription from RNA polymerase II promoter by galactose [GO:0000435]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0184826160010338,1,1,1
"carbon catabolite activation of transcription from RNA polymerase II promoter [GO:0000436]",1,1,1,0.330232358271452,1,1,1,1,1,1,1,1,1,1,1,1,0.0366259699193188,1,1,1
"carbon catabolite repression of transcription from RNA polymerase II promoter [GO:0000437]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]",0.784492357931956,1,1,1,1,1,1,1,1,1,1,1,0.0401750061717429,1,1,1,1,1,1,1
"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000448]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S) [GO:0000449]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cleavage of bicistronic rRNA transcript (SSU-rRNA, LSU-rRNA) [GO:0000450]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"rRNA 2'-O-methylation [GO:0000451]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"snoRNA guided rRNA 2'-O-methylation [GO:0000452]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"enzyme-directed rRNA 2'-O-methylation [GO:0000453]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"snoRNA guided rRNA pseudouridine synthesis [GO:0000454]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"enzyme-directed rRNA pseudouridine synthesis [GO:0000455]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"dimethylation involved in SSU-rRNA maturation [GO:0000456]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage between SSU-rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S) [GO:0000457]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage between LSU-rRNA and 5S rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S) [GO:0000458]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"exonucleolytic trimming involved in rRNA processing [GO:0000459]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of 5.8S rRNA [GO:0000460]",0.720722857389101,1,1,0.299475749825144,1,1,1,1,1,1,1,1,0.115776190828174,1,1,1,1,1,1,1
"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000461]",1,1,1,1,1,1,1,1,1,1,1,1,0.020292102882254,1,1,1,1,1,1,1
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]",0.784492357931956,1,1,1,1,1,1,1,1,1,1,1,0.0401750061717429,1,1,1,1,1,1,1
"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000464]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000465]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]",0.784492357931956,1,1,1,1,1,1,1,1,1,1,1,0.0401750061717429,1,1,1,1,1,1,1
"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"generation of mature 3'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000468]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cleavage involved in rRNA processing [GO:0000469]",0.784492357931956,1,1,1,1,1,1,1,1,1,1,1,0.0401750061717429,1,1,1,1,1,1,1
"maturation of LSU-rRNA [GO:0000470]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage in 3'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000471]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000473]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000474]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of 2S rRNA [GO:0000475]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of 4.5S rRNA [GO:0000476]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000477]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage involved in rRNA processing [GO:0000478]",0.784492357931956,1,1,1,1,1,1,1,1,1,1,1,0.0401750061717429,1,1,1,1,1,1,1
"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000479]",0.784492357931956,1,1,1,1,1,1,1,1,1,1,1,0.0401750061717429,1,1,1,1,1,1,1
"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of 5S rRNA [GO:0000481]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of 5S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000482]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000483]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cleavage between SSU-rRNA and 5.8S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000484]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cleavage between 2S rRNA and LSU-rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000485]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cleavage between 5.8S rRNA and 2S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000486]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of 5.8S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000487]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA) [GO:0000488]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA) [GO:0000489]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"small nucleolar ribonucleoprotein complex assembly [GO:0000491]",0.784492357931956,1,1,0.330232358271452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"box C/D snoRNP assembly [GO:0000492]",0.784492357931956,1,1,0.330232358271452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"box H/ACA snoRNP assembly [GO:0000493]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"box C/D snoRNA 3'-end processing [GO:0000494]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"box H/ACA snoRNA 3'-end processing [GO:0000495]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"flocculation via cell wall protein-carbohydrate interaction [GO:0000501]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"embryonic axis specification [GO:0000578]",0.577807210933193,0.123275277606359,0.139319471460208,1,0.363883211334849,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"achiasmate meiosis I [GO:0000705]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic DNA double-strand break processing [GO:0000706]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic DNA recombinase assembly [GO:0000707]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic strand invasion [GO:0000708]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic joint molecule formation [GO:0000709]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic mismatch repair [GO:0000710]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic DNA repair synthesis [GO:0000711]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"resolution of meiotic recombination intermediates [GO:0000712]",0.784492357931956,1,1,0.330232358271452,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic heteroduplex formation [GO:0000713]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic strand displacement [GO:0000714]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nucleotide-excision repair, DNA damage recognition [GO:0000715]",1,1,1,1,1,1,1,1,1,1,1,1,0.020292102882254,1,1,1,1,1,1,1
"transcription-coupled nucleotide-excision repair, DNA damage recognition [GO:0000716]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nucleotide-excision repair, DNA duplex unwinding [GO:0000717]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nucleotide-excision repair, DNA damage removal [GO:0000718]",0.720722857389101,1,1,0.699653253990898,0.321399352398195,1,1,1,1,1,1,1,0.115776190828174,1,1,1,1,1,1,1
"photoreactive repair [GO:0000719]",1,1,1,1,1,1,1,1,0.00865968721726762,1,1,1,1,1,1,1,1,1,1,1
"pyrimidine dimer repair by nucleotide-excision repair [GO:0000720]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"telomere maintenance via recombination [GO:0000722]",0.595984499689287,1,1,0.889854772830193,0.508877673935362,0.279477845594834,1,1,1,1,1,1,1,1,0.265629516183413,1,0.185633749648128,1,1,1
"telomere maintenance [GO:0000723]",0.907971399936634,1,1,0.399843796484794,0.53037774502933,0.566246856119364,1,1,1,0.387406806802794,0.366737380305316,1,0.43731606503166,1,0.180724484676365,1,0.407424924874201,0.109747990972754,1,1
"double-strand break repair via homologous recombination [GO:0000724]",0.00890399615775727,1,1,0.985218660863017,0.742925709837005,0.465365227177727,1,1,1,1,1,1,1,1,0.445563457360011,1,1,1,1,1
"recombinational repair [GO:0000725]",0.00890399615775727,1,1,0.985218660863017,0.742925709837005,0.465365227177727,1,1,1,1,1,1,1,1,0.445563457360011,1,1,1,1,1
"non-recombinational repair [GO:0000726]",0.289168575286593,1,1,0.754237030752351,1,1,1,1,1,1,1,1,0.133732876643719,1,1,1,1,1,1,1
"double-strand break repair via break-induced replication [GO:0000727]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"gene conversion at mating-type locus, DNA double-strand break formation [GO:0000728]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DNA double-strand break processing [GO:0000729]",0.286982373876238,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DNA recombinase assembly [GO:0000730]",0.739158310829177,1,1,0.551462785476083,0.227750135309834,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DNA synthesis involved in DNA repair [GO:0000731]",0.739158310829177,1,1,0.551462785476083,1,1,1,1,1,1,1,1,1,1,1,1,0.0719195169625356,1,1,1
"strand displacement [GO:0000732]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DNA strand renaturation [GO:0000733]",0.153712731088462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"gene conversion at mating-type locus, DNA repair synthesis [GO:0000734]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"removal of nonhomologous ends [GO:0000735]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"double-strand break repair via single-strand annealing, removal of nonhomologous ends [GO:0000736]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DNA catabolic process, endonucleolytic [GO:0000737]",0.827909592231031,1,1,0.0237963790638786,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"DNA catabolic process, exonucleolytic [GO:0000738]",0.153712731088462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nuclear membrane fusion [GO:0000740]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"karyogamy [GO:0000741]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"karyogamy involved in conjugation with cellular fusion [GO:0000742]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nuclear migration involved in conjugation with cellular fusion [GO:0000743]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"karyogamy involved in conjugation with mutual genetic exchange [GO:0000744]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nuclear migration involved in conjugation with mutual genetic exchange [GO:0000745]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"conjugation [GO:0000746]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"conjugation with cellular fusion [GO:0000747]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"conjugation with mutual genetic exchange [GO:0000748]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to pheromone involved in conjugation with cellular fusion [GO:0000749]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cell cycle arrest in response to pheromone [GO:0000751]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"agglutination involved in conjugation with cellular fusion [GO:0000752]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cell morphogenesis involved in conjugation with cellular fusion [GO:0000753]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion [GO:0000754]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cytogamy [GO:0000755]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to pheromone involved in conjugation with mutual genetic exchange [GO:0000756]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"signal transduction involved in conjugation with mutual genetic exchange [GO:0000757]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"agglutination involved in conjugation with mutual genetic exchange [GO:0000758]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cell morphogenesis involved in conjugation with mutual genetic exchange [GO:0000759]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"adaptation to pheromone involved in conjugation with mutual genetic exchange [GO:0000760]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"conjugant formation [GO:0000761]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"pheromone-induced unidirectional conjugation [GO:0000762]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cell morphogenesis involved in unidirectional conjugation [GO:0000763]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cellular morphogenesis involved in pheromone-induced unidirectional conjugation [GO:0000764]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to pheromone involved in pheromone-induced unidirectional conjugation [GO:0000765]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative adaptation of signaling pathway by response to pheromone involved in pheromone-induced unidirectional conjugation [GO:0000766]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cell morphogenesis involved in conjugation [GO:0000767]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"syncytium formation by plasma membrane fusion [GO:0000768]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"syncytium formation by mitosis without cytokinesis [GO:0000769]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"peptide pheromone export [GO:0000770]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"agglutination involved in conjugation [GO:0000771]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"sister chromatid segregation [GO:0000819]",0.0686800646812699,0.259841158416686,1,1,0.0741726206320572,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of glutamine family amino acid metabolic process [GO:0000820]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of arginine metabolic process [GO:0000821]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cell morphogenesis [GO:0000902]",0.857004815346007,0.664782961487627,0.760214679068838,0.1727941746112,0.554032517523544,0.8442105971366,0.222577307895527,1,0.882156675365507,0.2420909944949,0.981774524070072,0.548735554672286,0.874298354650374,0.117669888687265,0.226953387068475,0.548735554672286,0.0350593079507502,1,1,0.398872133662057
"regulation of cell shape during vegetative growth phase [GO:0000903]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cell morphogenesis involved in differentiation [GO:0000904]",0.844218944634591,0.957265253289886,0.688581149009956,0.0477789684361785,0.466906226432214,0.870638508616267,0.364945518789229,1,0.767637269922581,0.324181859786663,0.934996281357563,1,0.855283850730028,0.338055556784056,0.310920863936823,0.419040014048018,0.193011673640432,1,1,1
"sporocarp development involved in asexual reproduction [GO:0000905]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"sporocarp development involved in sexual reproduction [GO:0000909]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cytokinesis [GO:0000910]",0.277401586963278,0.482640058406155,0.528358359574651,0.630751614160297,0.65290837189569,1,1,1,1,1,0.435236925861549,0.107319085931148,0.512822237494325,1,0.626153483128005,1,1,1,1,1
"cytokinesis by cell plate formation [GO:0000911]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"assembly of actomyosin apparatus involved in cell cycle cytokinesis [GO:0000912]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"preprophase band assembly [GO:0000913]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"phragmoplast assembly [GO:0000914]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cytokinesis, actomyosin contractile ring assembly [GO:0000915]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"actomyosin contractile ring contraction [GO:0000916]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"barrier septum assembly [GO:0000917]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"barrier septum site selection [GO:0000918]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cell plate assembly [GO:0000919]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cytokinetic cell separation [GO:0000920]",0.55352165945179,1,1,1,1,1,1,1,1,1,1,1,0.0596569097310237,1,1,1,1,1,1,1
"septin ring assembly [GO:0000921]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000947]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"amino acid catabolic process to carboxylic acid via Ehrlich pathway [GO:0000948]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"aromatic amino acid family catabolic process to alcohol via Ehrlich pathway [GO:0000949]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"branched-chain amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000950]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"methionine catabolic process to 3-methylthiopropanol [GO:0000951]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"aromatic amino acid family catabolic process to carboxylic acid via Ehrlich pathway [GO:0000952]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"branched-chain amino acid catabolic process to carboxylic acid via Ehrlich pathway [GO:0000953]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"methionine catabolic process to 3-methylthiopropanoate [GO:0000954]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"amino acid catabolic process via Ehrlich pathway [GO:0000955]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nuclear-transcribed mRNA catabolic process [GO:0000956]",0.833257032591205,0.743078872713942,0.0660410852738306,0.557574282083206,0.667753838214909,0.354269592102999,1,1,1,0.71741582111937,0.32477704890803,1,0.179396435941281,1,0.137896848071226,0.208719357689382,0.740619643630641,1,1,1
"mitochondrial RNA catabolic process [GO:0000957]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitochondrial mRNA catabolic process [GO:0000958]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitochondrial RNA metabolic process [GO:0000959]",0.95358417261966,1,1,0.551462785476083,0.227750135309834,1,0.092285475227822,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of mitochondrial RNA catabolic process [GO:0000960]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of mitochondrial RNA catabolic process [GO:0000961]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of mitochondrial RNA catabolic process [GO:0000962]",0.535737365904098,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
