"","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13"
"achiasmate meiosis I [GO:0000705]",1,1,1,1,1,1,1,1,1,1,1,1
"meiotic DNA double-strand break processing [GO:0000706]",1,1,1,1,1,1,1,1,1,1,1,1
"meiotic DNA recombinase assembly [GO:0000707]",1,1,1,1,1,1,1,1,1,1,1,1
"meiotic strand invasion [GO:0000708]",1,1,1,1,1,1,1,1,1,1,1,1
"meiotic joint molecule formation [GO:0000709]",1,1,1,1,1,1,1,1,1,1,1,1
"meiotic mismatch repair [GO:0000710]",1,1,1,1,1,1,1,1,1,1,1,1
"meiotic DNA repair synthesis [GO:0000711]",1,1,1,1,1,1,1,1,1,1,1,1
"resolution of meiotic recombination intermediates [GO:0000712]",1,1,1,1,1,1,1,1,1,1,1,1
"meiotic heteroduplex formation [GO:0000713]",1,1,1,1,1,1,1,1,1,1,1,1
"meiotic strand displacement [GO:0000714]",1,1,1,1,1,1,1,1,1,1,1,1
"nucleotide-excision repair, DNA damage recognition [GO:0000715]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription-coupled nucleotide-excision repair, DNA damage recognition [GO:0000716]",1,1,1,1,1,1,1,1,1,1,1,1
"nucleotide-excision repair, DNA duplex unwinding [GO:0000717]",1,1,1,1,1,1,1,1,1,1,1,1
"nucleotide-excision repair, DNA damage removal [GO:0000718]",1,1,1,1,1,1,1,1,1,1,1,1
"photoreactive repair [GO:0000719]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"pyrimidine dimer repair by nucleotide-excision repair [GO:0000720]",1,1,1,1,1,1,1,1,1,1,1,1
"telomere maintenance via recombination [GO:0000722]",1,1,1,1,1,1,1,1,1,1,1,1
"telomere maintenance [GO:0000723]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"double-strand break repair via homologous recombination [GO:0000724]",1,1,1,1,1,1,1,1,1,1,1,1
"recombinational repair [GO:0000725]",1,1,1,1,1,1,1,1,1,1,1,1
"non-recombinational repair [GO:0000726]",1,1,1,1,1,1,1,1,1,1,1,1
"double-strand break repair via break-induced replication [GO:0000727]",1,1,1,1,1,1,1,1,1,1,1,1
"gene conversion at mating-type locus, DNA double-strand break formation [GO:0000728]",1,1,1,1,1,1,1,1,1,1,1,1
"DNA double-strand break processing [GO:0000729]",1,1,1,1,1,1,1,1,1,1,1,1
"DNA recombinase assembly [GO:0000730]",1,1,1,1,1,1,1,1,1,1,1,1
"DNA synthesis involved in DNA repair [GO:0000731]",1,1,1,1,1,1,1,1,1,1,1,1
"strand displacement [GO:0000732]",1,1,1,1,1,1,1,1,1,1,1,1
"DNA strand renaturation [GO:0000733]",1,1,1,1,1,1,1,1,1,1,1,1
"gene conversion at mating-type locus, DNA repair synthesis [GO:0000734]",1,1,1,1,1,1,1,1,1,1,1,1
"removal of nonhomologous ends [GO:0000735]",1,1,1,1,1,1,1,1,1,1,1,1
"double-strand break repair via single-strand annealing, removal of nonhomologous ends [GO:0000736]",1,1,1,1,1,1,1,1,1,1,1,1
"DNA catabolic process, endonucleolytic [GO:0000737]",1,1,1,1,1,1,1,1,1,1,1,1
"DNA catabolic process, exonucleolytic [GO:0000738]",1,1,1,1,1,1,1,1,1,1,1,1
"nuclear membrane fusion [GO:0000740]",1,1,1,1,1,1,1,1,1,1,1,1
"karyogamy [GO:0000741]",1,1,1,1,1,1,1,1,1,1,1,1
"karyogamy involved in conjugation with cellular fusion [GO:0000742]",1,1,1,1,1,1,1,1,1,1,1,1
"nuclear migration involved in conjugation with cellular fusion [GO:0000743]",1,1,1,1,1,1,1,1,1,1,1,1
"karyogamy involved in conjugation with mutual genetic exchange [GO:0000744]",1,1,1,1,1,1,1,1,1,1,1,1
"nuclear migration involved in conjugation with mutual genetic exchange [GO:0000745]",1,1,1,1,1,1,1,1,1,1,1,1
"conjugation [GO:0000746]",1,1,1,1,1,1,1,1,1,1,1,1
"conjugation with cellular fusion [GO:0000747]",1,1,1,1,1,1,1,1,1,1,1,1
"conjugation with mutual genetic exchange [GO:0000748]",1,1,1,1,1,1,1,1,1,1,1,1
"response to pheromone involved in conjugation with cellular fusion [GO:0000749]",1,1,1,1,1,1,1,1,1,1,1,1
"pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]",1,1,1,1,1,1,1,1,1,1,1,1
"cell cycle arrest in response to pheromone [GO:0000751]",1,1,1,1,1,1,1,1,1,1,1,1
"agglutination involved in conjugation with cellular fusion [GO:0000752]",1,1,1,1,1,1,1,1,1,1,1,1
"cell morphogenesis involved in conjugation with cellular fusion [GO:0000753]",1,1,1,1,1,1,1,1,1,1,1,1
"adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion [GO:0000754]",1,1,1,1,1,1,1,1,1,1,1,1
"cytogamy [GO:0000755]",1,1,1,1,1,1,1,1,1,1,1,1
"response to pheromone involved in conjugation with mutual genetic exchange [GO:0000756]",1,1,1,1,1,1,1,1,1,1,1,1
"signal transduction involved in conjugation with mutual genetic exchange [GO:0000757]",1,1,1,1,1,1,1,1,1,1,1,1
"agglutination involved in conjugation with mutual genetic exchange [GO:0000758]",1,1,1,1,1,1,1,1,1,1,1,1
"cell morphogenesis involved in conjugation with mutual genetic exchange [GO:0000759]",1,1,1,1,1,1,1,1,1,1,1,1
"adaptation to pheromone involved in conjugation with mutual genetic exchange [GO:0000760]",1,1,1,1,1,1,1,1,1,1,1,1
"conjugant formation [GO:0000761]",1,1,1,1,1,1,1,1,1,1,1,1
"pheromone-induced unidirectional conjugation [GO:0000762]",1,1,1,1,1,1,1,1,1,1,1,1
"cell morphogenesis involved in unidirectional conjugation [GO:0000763]",1,1,1,1,1,1,1,1,1,1,1,1
"cellular morphogenesis involved in pheromone-induced unidirectional conjugation [GO:0000764]",1,1,1,1,1,1,1,1,1,1,1,1
"response to pheromone involved in pheromone-induced unidirectional conjugation [GO:0000765]",1,1,1,1,1,1,1,1,1,1,1,1
"negative adaptation of signaling pathway by response to pheromone involved in pheromone-induced unidirectional conjugation [GO:0000766]",1,1,1,1,1,1,1,1,1,1,1,1
"cell morphogenesis involved in conjugation [GO:0000767]",1,1,1,1,1,1,1,1,1,1,1,1
"syncytium formation by plasma membrane fusion [GO:0000768]",1,1,1,1,1,1,1,1,1,1,1,1
"syncytium formation by mitosis without cytokinesis [GO:0000769]",1,1,1,1,1,1,1,1,1,1,1,1
"peptide pheromone export [GO:0000770]",1,1,1,1,1,1,1,1,1,1,1,1
"agglutination involved in conjugation [GO:0000771]",1,1,1,1,1,1,1,1,1,1,1,1
"sister chromatid segregation [GO:0000819]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of glutamine family amino acid metabolic process [GO:0000820]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of arginine metabolic process [GO:0000821]",1,1,1,1,1,1,1,1,1,1,1,1
"cell morphogenesis [GO:0000902]",0.906931610763706,1,0.0735035838658486,0.887229928715395,1,1,1,1,1,0.0485455851584409,1,1
"regulation of cell shape during vegetative growth phase [GO:0000903]",1,1,1,1,1,1,1,1,1,1,1,1
"cell morphogenesis involved in differentiation [GO:0000904]",0.841559915492767,1,0.0991866650932196,0.816112802909528,1,1,1,1,1,0.25577192944012,1,1
"sporocarp development involved in asexual reproduction [GO:0000905]",1,1,1,1,1,1,1,1,1,1,1,1
"sporocarp development involved in sexual reproduction [GO:0000909]",1,1,1,1,1,1,1,1,1,1,1,1
"cytokinesis [GO:0000910]",1,1,1,1,1,1,1,1,1,1,1,1
"cytokinesis by cell plate formation [GO:0000911]",1,1,1,1,1,1,1,1,1,1,1,1
"assembly of actomyosin apparatus involved in cell cycle cytokinesis [GO:0000912]",1,1,1,1,1,1,1,1,1,1,1,1
"preprophase band assembly [GO:0000913]",1,1,1,1,1,1,1,1,1,1,1,1
"phragmoplast assembly [GO:0000914]",1,1,1,1,1,1,1,1,1,1,1,1
"cytokinesis, actomyosin contractile ring assembly [GO:0000915]",1,1,1,1,1,1,1,1,1,1,1,1
"actomyosin contractile ring contraction [GO:0000916]",1,1,1,1,1,1,1,1,1,1,1,1
"barrier septum assembly [GO:0000917]",1,1,1,1,1,1,1,1,1,1,1,1
"barrier septum site selection [GO:0000918]",1,1,1,1,1,1,1,1,1,1,1,1
"cell plate assembly [GO:0000919]",1,1,1,1,1,1,1,1,1,1,1,1
"cytokinetic cell separation [GO:0000920]",1,1,1,1,1,1,1,1,1,1,1,1
"septin ring assembly [GO:0000921]",1,1,1,1,1,1,1,1,1,1,1,1
"amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000947]",1,1,1,1,1,1,1,1,1,1,1,1
"amino acid catabolic process to carboxylic acid via Ehrlich pathway [GO:0000948]",1,1,1,1,1,1,1,1,1,1,1,1
"aromatic amino acid family catabolic process to alcohol via Ehrlich pathway [GO:0000949]",1,1,1,1,1,1,1,1,1,1,1,1
"branched-chain amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000950]",1,1,1,1,1,1,1,1,1,1,1,1
"methionine catabolic process to 3-methylthiopropanol [GO:0000951]",1,1,1,1,1,1,1,1,1,1,1,1
"aromatic amino acid family catabolic process to carboxylic acid via Ehrlich pathway [GO:0000952]",1,1,1,1,1,1,1,1,1,1,1,1
"branched-chain amino acid catabolic process to carboxylic acid via Ehrlich pathway [GO:0000953]",1,1,1,1,1,1,1,1,1,1,1,1
"methionine catabolic process to 3-methylthiopropanoate [GO:0000954]",1,1,1,1,1,1,1,1,1,1,1,1
"amino acid catabolic process via Ehrlich pathway [GO:0000955]",1,1,1,1,1,1,1,1,1,1,1,1
"nuclear-transcribed mRNA catabolic process [GO:0000956]",0.227900585006648,1,0.731448550384753,1,1,1,0.265213649938136,1,1,1,1,1
"mitochondrial RNA catabolic process [GO:0000957]",1,1,1,1,1,1,1,1,1,1,1,1
"mitochondrial mRNA catabolic process [GO:0000958]",1,1,1,1,1,1,1,1,1,1,1,1
"mitochondrial RNA metabolic process [GO:0000959]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of mitochondrial RNA catabolic process [GO:0000960]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of mitochondrial RNA catabolic process [GO:0000961]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of mitochondrial RNA catabolic process [GO:0000962]",1,1,1,1,1,1,1,1,1,1,1,1
"mitochondrial RNA processing [GO:0000963]",1,1,1,1,1,1,1,1,1,1,1,1
"mitochondrial RNA 5'-end processing [GO:0000964]",1,1,1,1,1,1,1,1,1,1,1,1
"mitochondrial RNA 3'-end processing [GO:0000965]",1,1,1,1,1,1,1,1,1,1,1,1
"RNA 5'-end processing [GO:0000966]",1,1,1,1,1,1,1,1,1,1,1,1
"rRNA 5'-end processing [GO:0000967]",1,1,1,1,1,1,1,1,1,1,1,1
"tRNA exon ligation [GO:0000968]",1,1,1,1,1,1,1,1,1,1,1,1
"tRNA exon ligation utilizing ATP as source of linkage phosphate [GO:0000969]",1,1,1,1,1,1,1,1,1,1,1,1
"tRNA exon ligation utilizing GTP as source of linkage phosphate [GO:0000970]",1,1,1,1,1,1,1,1,1,1,1,1
"tRNA exon ligation utilizing 2',3' cyclic phosphate of 5'-exon as source of linkage phosphate [GO:0000971]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000972]",1,1,1,1,1,1,1,1,1,1,1,1
"posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000973]",1,1,1,1,1,1,1,1,1,1,1,1
"RNA polymerase III type 1 promoter transcriptional preinitiation complex assembly [GO:0000999]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription from RNA polymerase III type 2 promoter [GO:0001009]",1,1,1,1,1,1,1,1,1,1,1,1
"snoRNA transcription from a type 2 RNA polymerase III promoter [GO:0001014]",1,1,1,1,1,1,1,1,1,1,1,1
"snoRNA transcription from an RNA polymerase II promoter [GO:0001015]",1,1,1,1,1,1,1,1,1,1,1,1
"RNA polymerase III type 3 promoter transcriptional preinitiation complex assembly [GO:0001020]",1,1,1,1,1,1,1,1,1,1,1,1
"RNA polymerase III type 2 promoter transcriptional preinitiation complex assembly [GO:0001021]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription initiation from RNA polymerase III type 1 promoter [GO:0001022]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription initiation from RNA polymerase III type 2 promoter [GO:0001023]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription initiation from RNA polymerase III type 3 promoter [GO:0001024]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription from RNA polymerase III type 3 promoter [GO:0001035]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription initiation from RNA polymerase III hybrid type promoter [GO:0001036]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription from a RNA polymerase III hybrid type promoter [GO:0001041]",1,1,1,1,1,1,1,1,1,1,1,1
"RNA polymerase III hybrid type promoter transcriptional preinitiation complex assembly [GO:0001043]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription from RNA polymerase IV promoter [GO:0001059]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription from RNA polymerase V promoter [GO:0001060]",1,1,1,1,1,1,1,1,1,1,1,1
"nitrogen catabolite regulation of transcription from RNA polymerase II promoter [GO:0001079]",1,1,1,1,1,1,1,1,1,1,1,1
"nitrogen catabolite activation of transcription from RNA polymerase II promoter [GO:0001080]",1,1,1,1,1,1,1,1,1,1,1,1
"nitrogen catabolite repression of transcription from RNA polymerase II promoter [GO:0001081]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of exit from mitosis [GO:0001100]",1,1,1,1,1,1,1,1,1,1,1,1
"response to acid [GO:0001101]",1,1,1,1,1,1,1,1,1,1,1,1
"promoter clearance during DNA-dependent transcription [GO:0001109]",1,1,1,1,1,1,1,1,1,1,1,1
"promoter clearance from RNA polymerase III promoter [GO:0001110]",1,1,1,1,1,1,1,1,1,1,1,1
"promoter clearance from RNA polymerase II promoter [GO:0001111]",1,1,1,1,1,1,1,1,1,1,1,1
"DNA-dependent transcriptional open complex formation [GO:0001112]",1,1,1,1,1,1,1,1,1,1,1,1
"transcriptional open complex formation at RNA polymerase II promoter [GO:0001113]",1,1,1,1,1,1,1,1,1,1,1,1
"protein-DNA-RNA complex subunit organization [GO:0001115]",1,1,1,1,1,1,1,1,1,1,1,1
"protein-DNA-RNA complex assembly [GO:0001116]",1,1,1,1,1,1,1,1,1,1,1,1
"protein-DNA-RNA complex disassembly [GO:0001117]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription ternary complex disassembly [GO:0001118]",1,1,1,1,1,1,1,1,1,1,1,1
"protein-DNA-RNA complex remodeling [GO:0001119]",1,1,1,1,1,1,1,1,1,1,1,1
"protein-DNA complex remodeling [GO:0001120]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription from bacterial-type RNA polymerase promoter [GO:0001121]",1,1,1,1,1,1,1,1,1,1,1,1
"promoter clearance from bacterial-type RNA polymerase promoter [GO:0001122]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription initiation from bacterial-type RNA polymerase promoter [GO:0001123]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription elongation from bacterial-type RNA polymerase promoter [GO:0001124]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription termination from bacterial-type RNA polymerase promoter [GO:0001125]",1,1,1,1,1,1,1,1,1,1,1,1
"bacterial-type RNA polymerase preinitiation complex assembly [GO:0001126]",1,1,1,1,1,1,1,1,1,1,1,1
"transcriptional open complex formation at bacterial-type RNA polymerase promoter [GO:0001127]",1,1,1,1,1,1,1,1,1,1,1,1
"reverse transcription [GO:0001171]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription, RNA-dependent [GO:0001172]",1,1,1,1,1,1,1,1,1,1,1,1
"DNA-dependent transcriptional start site selection [GO:0001173]",1,1,1,1,1,1,1,1,1,1,1,1
"transcriptional start site selection at RNA polymerase II promoter [GO:0001174]",1,1,1,1,1,1,1,1,1,1,1,1
"transcriptional start site selection at RNA polymerase III promoter [GO:0001175]",1,1,1,1,1,1,1,1,1,1,1,1
"transcriptional start site selection at bacterial-type RNA polymerase promoter [GO:0001176]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of transcriptional open complex formation at RNA polymerase II promoter [GO:0001177]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of transcriptional start site selection at RNA polymerase II promoter [GO:0001178]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription initiation from RNA polymerase I promoter for nuclear large rRNA transcript [GO:0001180]",1,1,1,1,1,1,1,1,1,1,1,1
"promoter clearance from RNA polymerase I promoter [GO:0001182]",1,1,1,1,1,1,1,1,1,1,1,1
"transcription elongation from RNA polymerase I promoter for nuclear large rRNA transcript [GO:0001183]",1,1,1,1,1,1,1,1,1,1,1,1
"promoter clearance from RNA polymerase I promoter for nuclear large rRNA transcript [GO:0001184]",1,1,1,1,1,1,1,1,1,1,1,1
"termination of RNA polymerase I transcription from promoter for nuclear large rRNA transcript [GO:0001185]",1,1,1,1,1,1,1,1,1,1,1,1
"RNA polymerase I transcriptional preinitiation complex assembly [GO:0001188]",1,1,1,1,1,1,1,1,1,1,1,1
"RNA polymerase I transcriptional preinitiation complex assembly at the promoter for the nuclear large rRNA transcript [GO:0001189]",1,1,1,1,1,1,1,1,1,1,1,1
"maintenance of transcriptional fidelity during DNA-dependent transcription elongation [GO:0001192]",1,1,1,1,1,1,1,1,1,1,1,1
"maintenance of transcriptional fidelity during DNA-dependent transcription elongation from RNA polymerase II promoter [GO:0001193]",1,1,1,1,1,1,1,1,1,1,1,1
"maintenance of transcriptional fidelity during DNA-dependent transcription elongation from bacterial-type RNA polymerase promoter [GO:0001194]",1,1,1,1,1,1,1,1,1,1,1,1
"maintenance of transcriptional fidelity during DNA-dependent transcription elongation from RNA polymerase III promoter [GO:0001195]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of mating-type specific transcription from RNA polymerase II promoter [GO:0001196]",1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of mating-type specific transcription from RNA polymerase II promoter [GO:0001197]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of mating-type specific transcription from RNA polymerase II promoter [GO:0001198]",1,1,1,1,1,1,1,1,1,1,1,1
"histone displacement [GO:0001207]",1,1,1,1,1,1,1,1,1,1,1,1
"histone H2A-H2B dimer displacement [GO:0001208]",1,1,1,1,1,1,1,1,1,1,1,1
"chronological cell aging [GO:0001300]",1,1,1,1,1,1,1,1,1,1,1,1
"progressive alteration of chromatin involved in cell aging [GO:0001301]",1,1,1,1,1,1,1,1,1,1,1,1
"replicative cell aging [GO:0001302]",1,1,1,1,1,1,1,1,1,1,1,1
"nucleolar fragmentation involved in replicative aging [GO:0001303]",1,1,1,1,1,1,1,1,1,1,1,1
"progressive alteration of chromatin involved in replicative cell aging [GO:0001304]",1,1,1,1,1,1,1,1,1,1,1,1
"progressive alteration of chromatin involved in chronological cell aging [GO:0001305]",1,1,1,1,1,1,1,1,1,1,1,1
"age-dependent response to oxidative stress [GO:0001306]",1,1,1,1,1,1,1,1,1,1,1,1
"extrachromosomal circular DNA accumulation involved in replicative cell aging [GO:0001307]",1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of chromatin silencing involved in replicative cell aging [GO:0001308]",1,1,1,1,1,1,1,1,1,1,1,1
"age-dependent telomere shortening [GO:0001309]",1,1,1,1,1,1,1,1,1,1,1,1
"extrachromosomal rDNA circle accumulation involved in replicative cell aging [GO:0001310]",1,1,1,1,1,1,1,1,1,1,1,1
"formation of extrachromosomal circular rDNA by homologous recombination involved in replicative cell aging [GO:0001311]",1,1,1,1,1,1,1,1,1,1,1,1
"replication of extrachromosomal rDNA circles involved in replicative cell aging [GO:0001312]",1,1,1,1,1,1,1,1,1,1,1,1
"formation of extrachromosomal circular DNA involved in replicative cell aging [GO:0001313]",1,1,1,1,1,1,1,1,1,1,1,1
"replication of extrachromosomal circular DNA involved in replicative cell aging [GO:0001314]",1,1,1,1,1,1,1,1,1,1,1,1
"age-dependent response to reactive oxygen species [GO:0001315]",1,1,1,1,1,1,1,1,1,1,1,1
"age-dependent response to reactive oxygen species involved in replicative cell aging [GO:0001316]",1,1,1,1,1,1,1,1,1,1,1,1
"accumulation of oxidatively modified proteins involved in replicative cell aging [GO:0001317]",1,1,1,1,1,1,1,1,1,1,1,1
"formation of oxidatively modified proteins involved in replicative cell aging [GO:0001318]",1,1,1,1,1,1,1,1,1,1,1,1
"inheritance of oxidatively modified proteins involved in replicative cell aging [GO:0001319]",1,1,1,1,1,1,1,1,1,1,1,1
"age-dependent response to reactive oxygen species involved in chronological cell aging [GO:0001320]",1,1,1,1,1,1,1,1,1,1,1,1
"age-dependent general metabolic decline involved in replicative cell aging [GO:0001321]",1,1,1,1,1,1,1,1,1,1,1,1
"age-dependent response to oxidative stress involved in replicative cell aging [GO:0001322]",1,1,1,1,1,1,1,1,1,1,1,1
"age-dependent general metabolic decline involved in chronological cell aging [GO:0001323]",1,1,1,1,1,1,1,1,1,1,1,1
"age-dependent response to oxidative stress involved in chronological cell aging [GO:0001324]",1,1,1,1,1,1,1,1,1,1,1,1
"formation of extrachromosomal circular DNA [GO:0001325]",1,1,1,1,1,1,1,1,1,1,1,1
"replication of extrachromosomal circular DNA [GO:0001326]",1,1,1,1,1,1,1,1,1,1,1,1
"signal transduction involved in filamentous growth [GO:0001402]",1,1,1,1,1,1,1,1,1,1,1,1
"invasive growth in response to glucose limitation [GO:0001403]",1,1,1,1,1,1,1,1,1,1,1,1
"invasive growth [GO:0001404]",1,1,1,1,1,1,1,1,1,1,1,1
"glycerophosphodiester transport [GO:0001407]",1,1,1,1,1,1,1,1,1,1,1,1
"guanine nucleotide transport [GO:0001408]",1,1,1,1,1,1,1,1,1,1,1,1
"chlamydospore formation [GO:0001410]",1,1,1,1,1,1,1,1,1,1,1,1
"skeletal system development [GO:0001501]",0.504928408030246,1,0.900662569016505,0.816112802909528,1,1,0.417864308327674,1,1,0.25577192944012,0.123126908869125,1
"cartilage condensation [GO:0001502]",1,1,1,1,1,1,1,1,1,1,1,1
"ossification [GO:0001503]",1,1,0.480949121606206,0.381845683237424,1,1,1,1,1,1,1,1
"neurotransmitter uptake [GO:0001504]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of neurotransmitter levels [GO:0001505]",0.407432757877658,1,0.480949121606206,1,1,1,1,1,1,1,1,1
"neurotransmitter biosynthetic process and storage [GO:0001506]",1,1,1,1,1,1,1,1,1,1,1,1
"acetylcholine catabolic process in synaptic cleft [GO:0001507]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of action potential [GO:0001508]",0.407432757877658,1,0.480949121606206,1,1,1,1,1,1,1,1,1
"RNA methylation [GO:0001510]",1,1,1,1,1,1,1,1,1,1,1,1
"selenocysteine incorporation [GO:0001514]",1,1,1,1,1,1,1,1,1,1,1,1
"prostaglandin biosynthetic process [GO:0001516]",1,1,0.279260780287474,1,1,1,1,1,1,1,1,1
"peptide amidation [GO:0001519]",1,1,1,1,1,1,1,1,1,1,1,1
"pseudouridine synthesis [GO:0001522]",1,1,1,1,1,1,1,1,1,1,1,1
"retinoid metabolic process [GO:0001523]",0.229979466119096,1,1,1,1,1,1,1,1,1,1,1
"angiogenesis [GO:0001525]",0.544273028223436,1,0.626497409155806,0.514398361471048,1,1,1,1,1,1,1,1
"proteoglycan sulfate transfer [GO:0001526]",1,1,1,1,1,1,1,1,1,1,1,1
"ciliary or flagellar motility [GO:0001539]",1,1,1,1,1,1,1,1,1,1,1,1
"ovarian follicle development [GO:0001541]",1,1,1,1,1,1,1,1,1,1,1,1
"ovulation from ovarian follicle [GO:0001542]",1,1,1,1,1,1,1,1,1,1,1,1
"ovarian follicle rupture [GO:0001543]",1,1,1,1,1,1,1,1,1,1,1,1
"initiation of primordial ovarian follicle growth [GO:0001544]",1,1,1,1,1,1,1,1,1,1,1,1
"primary ovarian follicle growth [GO:0001545]",1,1,1,1,1,1,1,1,1,1,1,1
"preantral ovarian follicle growth [GO:0001546]",1,1,1,1,1,1,1,1,1,1,1,1
"antral ovarian follicle growth [GO:0001547]",1,1,1,1,1,1,1,1,1,1,1,1
"follicular fluid formation in ovarian follicle antrum [GO:0001548]",1,1,1,1,1,1,1,1,1,1,1,1
"cumulus cell differentiation [GO:0001549]",1,1,1,1,1,1,1,1,1,1,1,1
"ovarian cumulus expansion [GO:0001550]",1,1,1,1,1,1,1,1,1,1,1,1
"ovarian follicle endowment [GO:0001551]",1,1,1,1,1,1,1,1,1,1,1,1
"ovarian follicle atresia [GO:0001552]",1,1,1,1,1,1,1,1,1,1,1,1
"luteinization [GO:0001553]",1,1,1,1,1,1,1,1,1,1,1,1
"luteolysis [GO:0001554]",1,1,1,1,1,1,1,1,1,1,1,1
"oocyte growth [GO:0001555]",1,1,1,1,1,1,1,1,1,1,1,1
"oocyte maturation [GO:0001556]",1,1,1,1,1,1,1,1,1,1,1,1
"metabolic process resulting in cell growth [GO:0001557]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cell growth [GO:0001558]",1,1,0.0775724389687429,1,1,1,1,1,1,1,1,1
"regulation of cell growth by detection of nuclear:cytoplasmic ratio [GO:0001559]",1,1,1,1,1,1,1,1,1,1,1,1
"regulation of cell growth by extracellular stimulus [GO:0001560]",1,1,1,1,1,1,1,1,1,1,1,1
