"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11"
"cleavage between 5.8S rRNA and 2S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000486]",1,1,1,1,1,1,1,1,1,1
"maturation of 5.8S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000487]",1,1,1,1,1,1,1,1,1,1
"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA) [GO:0000488]",1,1,1,1,1,1,1,1,1,1
"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA) [GO:0000489]",1,1,1,1,1,1,1,1,1,1
"small nucleolar ribonucleoprotein complex assembly [GO:0000491]",0.799464130979156,1,1,0.404430643175149,1,1,1,1,1,1
"box C/D snoRNP assembly [GO:0000492]",0.799464130979156,1,1,0.404430643175149,1,1,1,1,1,1
"box H/ACA snoRNP assembly [GO:0000493]",1,1,1,1,1,1,1,1,1,1
"box C/D snoRNA 3'-end processing [GO:0000494]",1,1,1,1,1,1,1,1,1,1
"box H/ACA snoRNA 3'-end processing [GO:0000495]",1,1,1,1,1,1,1,1,1,1
"flocculation via cell wall protein-carbohydrate interaction [GO:0000501]",1,1,1,1,1,1,1,1,1,1
"embryonic axis specification [GO:0000578]",0.612892269734972,0.263053964004002,0.158239724162797,1,0.506393647201081,1,1,1,1,1
"achiasmate meiosis I [GO:0000705]",1,1,1,1,1,1,1,1,1,1
"meiotic DNA double-strand break processing [GO:0000706]",1,1,1,1,1,1,1,1,1,1
"meiotic DNA recombinase assembly [GO:0000707]",1,1,1,1,1,1,1,1,1,1
"meiotic strand invasion [GO:0000708]",1,1,1,1,1,1,1,1,1,1
"meiotic joint molecule formation [GO:0000709]",1,1,1,1,1,1,1,1,1,1
"meiotic mismatch repair [GO:0000710]",1,1,1,1,1,1,1,1,1,1
"meiotic DNA repair synthesis [GO:0000711]",1,1,1,1,1,1,1,1,1,1
"resolution of meiotic recombination intermediates [GO:0000712]",0.799464130979156,1,1,0.404430643175149,1,1,1,1,1,1
"meiotic heteroduplex formation [GO:0000713]",1,1,1,1,1,1,1,1,1,1
"meiotic strand displacement [GO:0000714]",1,1,1,1,1,1,1,1,1,1
"nucleotide-excision repair, DNA damage recognition [GO:0000715]",1,1,1,1,1,1,1,0.0214553444487527,1,1
"transcription-coupled nucleotide-excision repair, DNA damage recognition [GO:0000716]",1,1,1,1,1,1,1,1,1,1
"nucleotide-excision repair, DNA duplex unwinding [GO:0000717]",1,1,1,1,1,1,1,1,1,1
"nucleotide-excision repair, DNA damage removal [GO:0000718]",0.748364503244271,1,1,0.788846792313511,0.453989023681722,1,1,0.12205880821243,1,1
"photoreactive repair [GO:0000719]",1,1,1,1,1,0.00904743440610012,1,1,1,1
"pyrimidine dimer repair by nucleotide-excision repair [GO:0000720]",1,1,1,1,1,1,1,1,1,1
"telomere maintenance via recombination [GO:0000722]",0.402712817087085,0.381087074030399,1,0.942282811355686,0.285176601534562,1,1,1,1,1
"telomere maintenance [GO:0000723]",0.86994538179399,0.336898534313451,1,0.46404496462381,0.511540629110925,1,0.376005491286687,0.455758263432263,0.190275392544856,1
"double-strand break repair via homologous recombination [GO:0000724]",0.0131404641593612,0.600111808196301,1,0.995699979795733,0.611847879269358,1,1,1,1,1
"recombinational repair [GO:0000725]",0.0131404641593612,0.600111808196301,1,0.995699979795733,0.611847879269358,1,1,1,1,1
"non-recombinational repair [GO:0000726]",0.320552816098463,1,1,0.837080729032479,1,1,1,0.140909957848536,1,1
"double-strand break repair via break-induced replication [GO:0000727]",1,1,1,1,1,1,1,1,1,1
"gene conversion at mating-type locus, DNA double-strand break formation [GO:0000728]",1,1,1,1,1,1,1,1,1,1
"DNA double-strand break processing [GO:0000729]",0.30483986281689,1,1,1,1,1,1,1,1,1
"DNA recombinase assembly [GO:0000730]",0.761443147362903,1,1,0.645351398218014,0.331925722052428,1,1,1,1,1
"DNA synthesis involved in DNA repair [GO:0000731]",0.394465472730098,1,1,0.645351398218014,1,1,1,1,1,1
"strand displacement [GO:0000732]",1,1,1,1,1,1,1,1,1,1
"DNA strand renaturation [GO:0000733]",0.168282639202083,1,1,1,1,1,1,1,1,1
"gene conversion at mating-type locus, DNA repair synthesis [GO:0000734]",1,1,1,1,1,1,1,1,1,1
"removal of nonhomologous ends [GO:0000735]",1,1,1,1,1,1,1,1,1,1
"double-strand break repair via single-strand annealing, removal of nonhomologous ends [GO:0000736]",1,1,1,1,1,1,1,1,1,1
"DNA catabolic process, endonucleolytic [GO:0000737]",0.849968678376245,1,1,0.0521328919877589,1,1,1,1,1,1
"DNA catabolic process, exonucleolytic [GO:0000738]",0.168282639202083,1,1,1,1,1,1,1,1,1
"nuclear membrane fusion [GO:0000740]",1,1,1,1,1,1,1,1,1,1
"karyogamy [GO:0000741]",1,1,1,1,1,1,1,1,1,1
"karyogamy involved in conjugation with cellular fusion [GO:0000742]",1,1,1,1,1,1,1,1,1,1
"nuclear migration involved in conjugation with cellular fusion [GO:0000743]",1,1,1,1,1,1,1,1,1,1
"karyogamy involved in conjugation with mutual genetic exchange [GO:0000744]",1,1,1,1,1,1,1,1,1,1
"nuclear migration involved in conjugation with mutual genetic exchange [GO:0000745]",1,1,1,1,1,1,1,1,1,1
"conjugation [GO:0000746]",1,1,1,1,1,1,1,1,1,1
"conjugation with cellular fusion [GO:0000747]",1,1,1,1,1,1,1,1,1,1
"conjugation with mutual genetic exchange [GO:0000748]",1,1,1,1,1,1,1,1,1,1
"response to pheromone involved in conjugation with cellular fusion [GO:0000749]",1,1,1,1,1,1,1,1,1,1
"pheromone-dependent signal transduction involved in conjugation with cellular fusion [GO:0000750]",1,1,1,1,1,1,1,1,1,1
"cell cycle arrest in response to pheromone [GO:0000751]",1,1,1,1,1,1,1,1,1,1
"agglutination involved in conjugation with cellular fusion [GO:0000752]",1,1,1,1,1,1,1,1,1,1
"cell morphogenesis involved in conjugation with cellular fusion [GO:0000753]",1,1,1,1,1,1,1,1,1,1
"adaptation of signaling pathway by response to pheromone involved in conjugation with cellular fusion [GO:0000754]",1,1,1,1,1,1,1,1,1,1
"cytogamy [GO:0000755]",1,1,1,1,1,1,1,1,1,1
"response to pheromone involved in conjugation with mutual genetic exchange [GO:0000756]",1,1,1,1,1,1,1,1,1,1
"signal transduction involved in conjugation with mutual genetic exchange [GO:0000757]",1,1,1,1,1,1,1,1,1,1
"agglutination involved in conjugation with mutual genetic exchange [GO:0000758]",1,1,1,1,1,1,1,1,1,1
"cell morphogenesis involved in conjugation with mutual genetic exchange [GO:0000759]",1,1,1,1,1,1,1,1,1,1
"adaptation to pheromone involved in conjugation with mutual genetic exchange [GO:0000760]",1,1,1,1,1,1,1,1,1,1
"conjugant formation [GO:0000761]",1,1,1,1,1,1,1,1,1,1
"pheromone-induced unidirectional conjugation [GO:0000762]",1,1,1,1,1,1,1,1,1,1
"cell morphogenesis involved in unidirectional conjugation [GO:0000763]",1,1,1,1,1,1,1,1,1,1
"cellular morphogenesis involved in pheromone-induced unidirectional conjugation [GO:0000764]",1,1,1,1,1,1,1,1,1,1
"response to pheromone involved in pheromone-induced unidirectional conjugation [GO:0000765]",1,1,1,1,1,1,1,1,1,1
"negative adaptation of signaling pathway by response to pheromone involved in pheromone-induced unidirectional conjugation [GO:0000766]",1,1,1,1,1,1,1,1,1,1
"cell morphogenesis involved in conjugation [GO:0000767]",1,1,1,1,1,1,1,1,1,1
"syncytium formation by plasma membrane fusion [GO:0000768]",1,1,1,1,1,1,1,1,1,1
"syncytium formation by mitosis without cytokinesis [GO:0000769]",1,1,1,1,1,1,1,1,1,1
"peptide pheromone export [GO:0000770]",1,1,1,1,1,1,1,1,1,1
"agglutination involved in conjugation [GO:0000771]",1,1,1,1,1,1,1,1,1,1
"sister chromatid segregation [GO:0000819]",0.0878018447280627,0.502474373406308,1,1,0.193310990953081,1,1,1,1,1
"regulation of glutamine family amino acid metabolic process [GO:0000820]",1,1,1,1,1,1,1,1,1,1
"regulation of arginine metabolic process [GO:0000821]",1,1,1,1,1,1,1,1,1,1
"cell morphogenesis [GO:0000902]",0.825230133561831,0.15195617803034,0.5389419912395,0.0765587807914475,0.719872536897123,0.892964203690022,0.916117705455832,0.768491792773733,0.842770778809982,0.398872133662057
"regulation of cell shape during vegetative growth phase [GO:0000903]",1,1,1,1,1,1,1,1,1,1
"cell morphogenesis involved in differentiation [GO:0000904]",0.870494327451182,0.567350867775879,0.577680992383568,0.0387732225968658,0.636118255482812,0.782401901380756,0.769255829784064,0.696473469971069,0.717099966601624,1
"sporocarp development involved in asexual reproduction [GO:0000905]",1,1,1,1,1,1,1,1,1,1
"sporocarp development involved in sexual reproduction [GO:0000909]",1,1,1,1,1,1,1,1,1,1
"cytokinesis [GO:0000910]",0.346662830955268,0.443718778128863,0.578056085270868,0.842928346089236,0.665832351167307,1,0.445554654081787,0.532708127512888,1,1
"cytokinesis by cell plate formation [GO:0000911]",1,1,1,1,1,1,1,1,1,1
"assembly of actomyosin apparatus involved in cell cycle cytokinesis [GO:0000912]",1,1,1,1,1,1,1,1,1,1
"preprophase band assembly [GO:0000913]",1,1,1,1,1,1,1,1,1,1
"phragmoplast assembly [GO:0000914]",1,1,1,1,1,1,1,1,1,1
"cytokinesis, actomyosin contractile ring assembly [GO:0000915]",1,1,1,1,1,1,1,1,1,1
"actomyosin contractile ring contraction [GO:0000916]",1,1,1,1,1,1,1,1,1,1
"barrier septum assembly [GO:0000917]",1,1,1,1,1,1,1,1,1,1
"barrier septum site selection [GO:0000918]",1,1,1,1,1,1,1,1,1,1
"cell plate assembly [GO:0000919]",1,1,1,1,1,1,1,1,1,1
"cytokinetic cell separation [GO:0000920]",0.577954310046501,1,1,1,1,1,1,0.0630028823032046,1,1
"septin ring assembly [GO:0000921]",1,1,1,1,1,1,1,1,1,1
"amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000947]",1,1,1,1,1,1,1,1,1,1
"amino acid catabolic process to carboxylic acid via Ehrlich pathway [GO:0000948]",1,1,1,1,1,1,1,1,1,1
"aromatic amino acid family catabolic process to alcohol via Ehrlich pathway [GO:0000949]",1,1,1,1,1,1,1,1,1,1
"branched-chain amino acid catabolic process to alcohol via Ehrlich pathway [GO:0000950]",1,1,1,1,1,1,1,1,1,1
"methionine catabolic process to 3-methylthiopropanol [GO:0000951]",1,1,1,1,1,1,1,1,1,1
"aromatic amino acid family catabolic process to carboxylic acid via Ehrlich pathway [GO:0000952]",1,1,1,1,1,1,1,1,1,1
"branched-chain amino acid catabolic process to carboxylic acid via Ehrlich pathway [GO:0000953]",1,1,1,1,1,1,1,1,1,1
"methionine catabolic process to 3-methylthiopropanoate [GO:0000954]",1,1,1,1,1,1,1,1,1,1
"amino acid catabolic process via Ehrlich pathway [GO:0000955]",1,1,1,1,1,1,1,1,1,1
"nuclear-transcribed mRNA catabolic process [GO:0000956]",0.894305866980377,0.36900542801284,0.0974104914844522,0.700990378216816,0.386133975756756,1,0.338457229669815,0.200625566394038,0.419745286430012,1
"mitochondrial RNA catabolic process [GO:0000957]",0.552151996898022,1,1,1,1,1,1,1,1,1
"mitochondrial mRNA catabolic process [GO:0000958]",0.552151996898022,1,1,1,1,1,1,1,1,1
"mitochondrial RNA metabolic process [GO:0000959]",0.959811006139677,1,1,0.22557295937955,0.331925722052428,1,1,1,1,1
"regulation of mitochondrial RNA catabolic process [GO:0000960]",0.552151996898022,1,1,1,1,1,1,1,1,1
"negative regulation of mitochondrial RNA catabolic process [GO:0000961]",1,1,1,1,1,1,1,1,1,1
"positive regulation of mitochondrial RNA catabolic process [GO:0000962]",0.552151996898022,1,1,1,1,1,1,1,1,1
"mitochondrial RNA processing [GO:0000963]",0.552151996898022,1,1,1,1,1,1,1,1,1
"mitochondrial RNA 5'-end processing [GO:0000964]",0.552151996898022,1,1,1,1,1,1,1,1,1
"mitochondrial RNA 3'-end processing [GO:0000965]",0.552151996898022,1,1,1,1,1,1,1,1,1
"RNA 5'-end processing [GO:0000966]",0.30483986281689,1,1,1,1,1,1,1,1,1
"rRNA 5'-end processing [GO:0000967]",0.552151996898022,1,1,1,1,1,1,1,1,1
"tRNA exon ligation [GO:0000968]",1,1,1,1,1,1,1,1,1,1
"tRNA exon ligation utilizing ATP as source of linkage phosphate [GO:0000969]",1,1,1,1,1,1,1,1,1,1
"tRNA exon ligation utilizing GTP as source of linkage phosphate [GO:0000970]",1,1,1,1,1,1,1,1,1,1
"tRNA exon ligation utilizing 2',3' cyclic phosphate of 5'-exon as source of linkage phosphate [GO:0000971]",1,1,1,1,1,1,1,1,1,1
"transcription-dependent tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000972]",1,1,1,1,0.0959028047046659,1,1,1,1,1
"posttranscriptional tethering of RNA polymerase II gene DNA at nuclear periphery [GO:0000973]",1,1,1,1,1,1,1,1,1,1
"RNA polymerase III type 1 promoter transcriptional preinitiation complex assembly [GO:0000999]",1,1,1,1,1,1,1,1,1,1
"transcription from RNA polymerase III type 2 promoter [GO:0001009]",1,1,1,1,1,1,1,1,1,1
"snoRNA transcription from a type 2 RNA polymerase III promoter [GO:0001014]",1,1,1,1,1,1,1,1,1,1
"snoRNA transcription from an RNA polymerase II promoter [GO:0001015]",1,1,1,1,1,1,1,1,1,1
"RNA polymerase III type 3 promoter transcriptional preinitiation complex assembly [GO:0001020]",1,1,1,1,1,1,1,1,1,1
"RNA polymerase III type 2 promoter transcriptional preinitiation complex assembly [GO:0001021]",1,1,1,1,1,1,1,1,1,1
"transcription initiation from RNA polymerase III type 1 promoter [GO:0001022]",1,1,1,1,1,1,1,1,1,1
"transcription initiation from RNA polymerase III type 2 promoter [GO:0001023]",1,1,1,1,1,1,1,1,1,1
"transcription initiation from RNA polymerase III type 3 promoter [GO:0001024]",1,1,1,1,1,1,1,1,1,1
"transcription from RNA polymerase III type 3 promoter [GO:0001035]",1,1,1,1,1,1,1,1,1,1
"transcription initiation from RNA polymerase III hybrid type promoter [GO:0001036]",1,1,1,1,1,1,1,1,1,1
"transcription from a RNA polymerase III hybrid type promoter [GO:0001041]",1,1,1,1,1,1,1,1,1,1
"RNA polymerase III hybrid type promoter transcriptional preinitiation complex assembly [GO:0001043]",1,1,1,1,1,1,1,1,1,1
"transcription from RNA polymerase IV promoter [GO:0001059]",1,1,1,1,1,1,1,1,1,1
"transcription from RNA polymerase V promoter [GO:0001060]",1,1,1,1,1,1,1,1,1,1
"nitrogen catabolite regulation of transcription from RNA polymerase II promoter [GO:0001079]",1,1,1,1,1,1,1,1,1,1
"nitrogen catabolite activation of transcription from RNA polymerase II promoter [GO:0001080]",1,1,1,1,1,1,1,1,1,1
"nitrogen catabolite repression of transcription from RNA polymerase II promoter [GO:0001081]",1,1,1,1,1,1,1,1,1,1
"negative regulation of exit from mitosis [GO:0001100]",1,1,1,1,1,1,1,1,1,1
"response to acid [GO:0001101]",0.748364503244271,1,1,0.136502631565627,1,1,1,1,1,1
"promoter clearance during DNA-dependent transcription [GO:0001109]",1,1,1,1,1,1,1,1,1,1
"promoter clearance from RNA polymerase III promoter [GO:0001110]",1,1,1,1,1,1,1,1,1,1
"promoter clearance from RNA polymerase II promoter [GO:0001111]",1,1,1,1,1,1,1,1,1,1
"DNA-dependent transcriptional open complex formation [GO:0001112]",1,1,1,1,1,1,1,1,1,1
"transcriptional open complex formation at RNA polymerase II promoter [GO:0001113]",1,1,1,1,1,1,1,1,1,1
"protein-DNA-RNA complex subunit organization [GO:0001115]",1,1,1,1,1,1,1,1,1,1
"protein-DNA-RNA complex assembly [GO:0001116]",1,1,1,1,1,1,1,1,1,1
"protein-DNA-RNA complex disassembly [GO:0001117]",1,1,1,1,1,1,1,1,1,1
"transcription ternary complex disassembly [GO:0001118]",1,1,1,1,1,1,1,1,1,1
"protein-DNA-RNA complex remodeling [GO:0001119]",1,1,1,1,1,1,1,1,1,1
"protein-DNA complex remodeling [GO:0001120]",1,1,1,1,1,1,1,1,1,1
"transcription from bacterial-type RNA polymerase promoter [GO:0001121]",1,1,1,1,1,1,1,1,1,1
"promoter clearance from bacterial-type RNA polymerase promoter [GO:0001122]",1,1,1,1,1,1,1,1,1,1
"transcription initiation from bacterial-type RNA polymerase promoter [GO:0001123]",1,1,1,1,1,1,1,1,1,1
"transcription elongation from bacterial-type RNA polymerase promoter [GO:0001124]",1,1,1,1,1,1,1,1,1,1
"transcription termination from bacterial-type RNA polymerase promoter [GO:0001125]",1,1,1,1,1,1,1,1,1,1
"bacterial-type RNA polymerase preinitiation complex assembly [GO:0001126]",1,1,1,1,1,1,1,1,1,1
"transcriptional open complex formation at bacterial-type RNA polymerase promoter [GO:0001127]",1,1,1,1,1,1,1,1,1,1
"reverse transcription [GO:0001171]",1,1,1,1,1,1,1,1,1,1
"transcription, RNA-dependent [GO:0001172]",1,1,1,1,1,1,1,1,1,1
"DNA-dependent transcriptional start site selection [GO:0001173]",1,1,1,1,1,1,1,1,1,1
"transcriptional start site selection at RNA polymerase II promoter [GO:0001174]",1,1,1,1,1,1,1,1,1,1
"transcriptional start site selection at RNA polymerase III promoter [GO:0001175]",1,1,1,1,1,1,1,1,1,1
"transcriptional start site selection at bacterial-type RNA polymerase promoter [GO:0001176]",1,1,1,1,1,1,1,1,1,1
"regulation of transcriptional open complex formation at RNA polymerase II promoter [GO:0001177]",1,1,1,1,1,1,1,1,1,1
"regulation of transcriptional start site selection at RNA polymerase II promoter [GO:0001178]",1,1,1,1,1,1,1,1,1,1
"transcription initiation from RNA polymerase I promoter for nuclear large rRNA transcript [GO:0001180]",0.552151996898022,1,1,1,1,1,1,1,1,1
"promoter clearance from RNA polymerase I promoter [GO:0001182]",1,1,1,1,1,1,1,1,1,1
"transcription elongation from RNA polymerase I promoter for nuclear large rRNA transcript [GO:0001183]",1,1,1,1,1,1,1,1,1,1
"promoter clearance from RNA polymerase I promoter for nuclear large rRNA transcript [GO:0001184]",1,1,1,1,1,1,1,1,1,1
"termination of RNA polymerase I transcription from promoter for nuclear large rRNA transcript [GO:0001185]",1,1,1,1,1,1,1,1,1,1
"RNA polymerase I transcriptional preinitiation complex assembly [GO:0001188]",0.552151996898022,1,1,1,1,1,1,1,1,1
"RNA polymerase I transcriptional preinitiation complex assembly at the promoter for the nuclear large rRNA transcript [GO:0001189]",0.552151996898022,1,1,1,1,1,1,1,1,1
"maintenance of transcriptional fidelity during DNA-dependent transcription elongation [GO:0001192]",1,1,1,1,1,1,1,1,1,1
"maintenance of transcriptional fidelity during DNA-dependent transcription elongation from RNA polymerase II promoter [GO:0001193]",1,1,1,1,1,1,1,1,1,1
"maintenance of transcriptional fidelity during DNA-dependent transcription elongation from bacterial-type RNA polymerase promoter [GO:0001194]",1,1,1,1,1,1,1,1,1,1
"maintenance of transcriptional fidelity during DNA-dependent transcription elongation from RNA polymerase III promoter [GO:0001195]",1,1,1,1,1,1,1,1,1,1
"regulation of mating-type specific transcription from RNA polymerase II promoter [GO:0001196]",1,1,1,1,1,1,1,1,1,1
"positive regulation of mating-type specific transcription from RNA polymerase II promoter [GO:0001197]",1,1,1,1,1,1,1,1,1,1
"negative regulation of mating-type specific transcription from RNA polymerase II promoter [GO:0001198]",1,1,1,1,1,1,1,1,1,1
"histone displacement [GO:0001207]",1,1,1,1,1,1,1,1,1,1
"histone H2A-H2B dimer displacement [GO:0001208]",1,1,1,1,1,1,1,1,1,1
"chronological cell aging [GO:0001300]",1,1,1,1,1,1,1,1,1,1
"progressive alteration of chromatin involved in cell aging [GO:0001301]",1,1,1,1,1,1,1,1,1,1
"replicative cell aging [GO:0001302]",1,1,1,1,1,1,1,1,1,1
"nucleolar fragmentation involved in replicative aging [GO:0001303]",1,1,1,1,1,1,1,1,1,1
"progressive alteration of chromatin involved in replicative cell aging [GO:0001304]",1,1,1,1,1,1,1,1,1,1
"progressive alteration of chromatin involved in chronological cell aging [GO:0001305]",1,1,1,1,1,1,1,1,1,1
"age-dependent response to oxidative stress [GO:0001306]",1,1,1,1,1,1,1,1,1,1
"extrachromosomal circular DNA accumulation involved in replicative cell aging [GO:0001307]",1,1,1,1,1,1,1,1,1,1
"negative regulation of chromatin silencing involved in replicative cell aging [GO:0001308]",1,1,1,1,1,1,1,1,1,1
"age-dependent telomere shortening [GO:0001309]",1,1,1,1,1,1,1,1,1,1
"extrachromosomal rDNA circle accumulation involved in replicative cell aging [GO:0001310]",1,1,1,1,1,1,1,1,1,1
"formation of extrachromosomal circular rDNA by homologous recombination involved in replicative cell aging [GO:0001311]",1,1,1,1,1,1,1,1,1,1
"replication of extrachromosomal rDNA circles involved in replicative cell aging [GO:0001312]",1,1,1,1,1,1,1,1,1,1
"formation of extrachromosomal circular DNA involved in replicative cell aging [GO:0001313]",1,1,1,1,1,1,1,1,1,1
"replication of extrachromosomal circular DNA involved in replicative cell aging [GO:0001314]",1,1,1,1,1,1,1,1,1,1
"age-dependent response to reactive oxygen species [GO:0001315]",1,1,1,1,1,1,1,1,1,1
"age-dependent response to reactive oxygen species involved in replicative cell aging [GO:0001316]",1,1,1,1,1,1,1,1,1,1
"accumulation of oxidatively modified proteins involved in replicative cell aging [GO:0001317]",1,1,1,1,1,1,1,1,1,1
"formation of oxidatively modified proteins involved in replicative cell aging [GO:0001318]",1,1,1,1,1,1,1,1,1,1
