"V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","V29","V30","V31"
"deadenylation-dependent decapping of nuclear-transcribed mRNA [GO:0000290]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nuclear-transcribed mRNA catabolic process, exonucleolytic [GO:0000291]",0.362017088293353,1,1,0.073858749472637,1,1,0.796098017151144,1,1,1,1,1,0.556359571676093,1,1,0.186292586484045,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"RNA fragment catabolic process [GO:0000292]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nuclear-transcribed mRNA catabolic process, endonucleolytic cleavage-dependent decay [GO:0000294]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"spermine transport [GO:0000296]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"retrograde transport, vesicle recycling within Golgi [GO:0000301]",1,1,1,0.0717332299340828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to reactive oxygen species [GO:0000302]",0.896471491576539,1,0.345694590472394,0.85609366096158,1,0.0948124428368947,0.302539762350415,0.119489985531282,1,1,1,1,0.178217331915869,1,1,1,1,0.506508992094739,1,1,0.0796705538388154,1,1,1,1,1,1,1,1,1
"response to superoxide [GO:0000303]",0.93163214690327,1,1,1,1,0.0777729727498219,0.0595255315163462,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to singlet oxygen [GO:0000304]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"response to oxygen radical [GO:0000305]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"sulfite transport [GO:0000316]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"re-entry into mitotic cell cycle [GO:0000320]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"re-entry into mitotic cell cycle after pheromone arrest [GO:0000321]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of transposition, DNA-mediated [GO:0000335]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of transposition, DNA-mediated [GO:0000336]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of transposition, DNA-mediated [GO:0000337]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"protein deneddylation [GO:0000338]",0.797955444611462,1,1,1,1,1,0.433086478970528,1,1,1,1,1,0.251804272951806,0.077626072574405,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mRNA branch site recognition [GO:0000348]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"generation of catalytic spliceosome for first transesterification step [GO:0000349]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"generation of catalytic spliceosome for second transesterification step [GO:0000350]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"trans assembly of SL-containing precatalytic spliceosome [GO:0000352]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"formation of quadruple SL/U4/U5/U6 snRNP [GO:0000353]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cis assembly of pre-catalytic spliceosome [GO:0000354]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mRNA trans splicing, via spliceosome [GO:0000365]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"intergenic mRNA trans splicing [GO:0000366]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Group I intron splicing [GO:0000372]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Group II intron splicing [GO:0000373]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"Group III intron splicing [GO:0000374]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"RNA splicing, via transesterification reactions [GO:0000375]",0.506208691333557,0.191189854955496,1,0.529073631172618,0.341008940178574,0.485422802595127,0.248185726647242,1,1,1,1,0.452329684139439,0.677317535301236,1,1,0.332031851102232,1,0.642775039965923,1,0.323156352516134,0.773922824321905,1,1,0.410157903391856,1,1,0.146158059563533,1,1,1
"RNA splicing, via transesterification reactions with guanosine as nucleophile [GO:0000376]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile [GO:0000377]",0.419793490029188,0.172515857354745,1,0.656092256500105,0.298887787808558,0.4590078257497,0.309931575810873,1,1,1,1,0.43571712527774,0.817178192456188,1,1,0.310496448359369,1,0.615165229549506,1,0.309916873722189,0.756607736127381,1,1,0.394499575690391,1,1,0.139435809148184,1,1,1
"RNA exon ligation [GO:0000378]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"tRNA-type intron splice site recognition and cleavage [GO:0000379]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"alternative mRNA splicing, via spliceosome [GO:0000380]",0.977083375588663,1,1,1,1,1,0.0106459854529542,1,1,1,1,1,0.406846635915272,1,1,1,1,0.216668083374894,1,0.0422471840245628,1,1,1,1,1,1,1,1,1,1
"regulation of alternative mRNA splicing, via spliceosome [GO:0000381]",0.982136940820749,1,1,1,1,1,0.0191813716175586,1,1,1,1,1,1,1,1,1,1,0.15021097320837,1,0.0283614838697731,1,1,1,1,1,1,1,1,1,1
"spliceosomal snRNP assembly [GO:0000387]",0.349051289413576,1,1,1,0.113585365114055,0.183304521375493,1,1,1,1,1,1,1,1,1,0.13689141137963,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"spliceosome conformational change to release U4 (or U4atac) and U1 (or U11) [GO:0000388]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mRNA 3'-splice site recognition [GO:0000389]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"spliceosomal complex disassembly [GO:0000390]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"spliceosomal conformational changes to generate catalytic conformation [GO:0000393]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"RNA splicing, via endonucleolytic cleavage and ligation [GO:0000394]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0527966717096523,1,1,0.0358646100694779,1,1,1,1,1,1,1,1,1
"mRNA 5'-splice site recognition [GO:0000395]",1,1,1,1,0.0588083236396537,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mRNA splicing, via spliceosome [GO:0000398]",0.419793490029188,0.172515857354745,1,0.656092256500105,0.298887787808558,0.4590078257497,0.309931575810873,1,1,1,1,0.43571712527774,0.817178192456188,1,1,0.310496448359369,1,0.615165229549506,1,0.309916873722189,0.756607736127381,1,1,0.394499575690391,1,1,0.139435809148184,1,1,1
"regulation of transcription by galactose [GO:0000409]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0180948688122015,1,1,1,1,1,1,1,1,1
"negative regulation of transcription by galactose [GO:0000410]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription by galactose [GO:0000411]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0180948688122015,1,1,1,1,1,1,1,1,1
"histone peptidyl-prolyl isomerization [GO:0000412]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"protein peptidyl-prolyl isomerization [GO:0000413]",0.977083375588663,0.155637619763524,1,0.132254284250664,1,0.1665888473775,0.250366280961556,1,1,0.0377577252934013,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of histone H3-K36 methylation [GO:0000414]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of histone H3-K36 methylation [GO:0000415]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of histone H3-K36 methylation [GO:0000416]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"mitochondrion degradation [GO:0000422]",0.738462917214171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0527966717096523,1,1,1,1,1,1,1,1,1,1,1,1
"macromitophagy [GO:0000423]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"micromitophagy [GO:0000424]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"macropexophagy [GO:0000425]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"micropexophagy [GO:0000426]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"carbon catabolite regulation of transcription from RNA polymerase II promoter [GO:0000429]",1,1,1,0.138329411085399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0358646100694779,1,1,1,1,1,1,1,1,1
"regulation of transcription from RNA polymerase II promoter by glucose [GO:0000430]",1,1,1,0.0717332299340828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"regulation of transcription from RNA polymerase II promoter by galactose [GO:0000431]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0180948688122015,1,1,1,1,1,1,1,1,1
"positive regulation of transcription from RNA polymerase II promoter by glucose [GO:0000432]",1,1,1,0.0717332299340828,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of transcription from RNA polymerase II promoter by glucose [GO:0000433]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"negative regulation of transcription from RNA polymerase II promoter by galactose [GO:0000434]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"positive regulation of transcription from RNA polymerase II promoter by galactose [GO:0000435]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0180948688122015,1,1,1,1,1,1,1,1,1
"carbon catabolite activation of transcription from RNA polymerase II promoter [GO:0000436]",1,1,1,0.138329411085399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0358646100694779,1,1,1,1,1,1,1,1,1
"carbon catabolite repression of transcription from RNA polymerase II promoter [GO:0000437]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage in ITS1 to separate SSU-rRNA from 5.8S rRNA and LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000447]",0.738462917214171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0289988383623515,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cleavage in ITS2 between 5.8S rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000448]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S) [GO:0000449]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cleavage of bicistronic rRNA transcript (SSU-rRNA, LSU-rRNA) [GO:0000450]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"rRNA 2'-O-methylation [GO:0000451]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"snoRNA guided rRNA 2'-O-methylation [GO:0000452]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"enzyme-directed rRNA 2'-O-methylation [GO:0000453]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"snoRNA guided rRNA pseudouridine synthesis [GO:0000454]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"enzyme-directed rRNA pseudouridine synthesis [GO:0000455]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"dimethylation involved in SSU-rRNA maturation [GO:0000456]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage between SSU-rRNA and LSU-rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S) [GO:0000457]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage between LSU-rRNA and 5S rRNA of tricistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 5S) [GO:0000458]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"exonucleolytic trimming involved in rRNA processing [GO:0000459]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of 5.8S rRNA [GO:0000460]",0.634619872327206,1,1,0.0635005813648132,1,1,1,1,1,1,1,1,1,1,1,0.0845191606200945,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage to generate mature 3'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000461]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0146051441127052,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of SSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000462]",0.738462917214171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0289988383623515,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000463]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage in ITS1 upstream of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000464]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"exonucleolytic trimming to generate mature 5'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000465]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000466]",0.738462917214171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0289988383623515,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"exonucleolytic trimming to generate mature 3'-end of 5.8S rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000467]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"generation of mature 3'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000468]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cleavage involved in rRNA processing [GO:0000469]",0.738462917214171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0289988383623515,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of LSU-rRNA [GO:0000470]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage in 3'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000471]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage to generate mature 5'-end of SSU-rRNA from (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000472]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000473]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000474]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of 2S rRNA [GO:0000475]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of 4.5S rRNA [GO:0000476]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"generation of mature 5'-end of LSU-rRNA from tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000477]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage involved in rRNA processing [GO:0000478]",0.738462917214171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0289988383623515,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000479]",0.738462917214171,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0289988383623515,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage in 5'-ETS of tricistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000480]",0.48856145792943,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of 5S rRNA [GO:0000481]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of 5S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, LSU-rRNA) [GO:0000482]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"endonucleolytic cleavage of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000483]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cleavage between SSU-rRNA and 5.8S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000484]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cleavage between 2S rRNA and LSU-rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000485]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"cleavage between 5.8S rRNA and 2S rRNA of tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000486]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of 5.8S rRNA from tetracistronic rRNA transcript (SSU-rRNA, 5.8S rRNA, 2S rRNA, LSU-rRNA) [GO:0000487]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of LSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA) [GO:0000488]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"maturation of SSU-rRNA from tetracistronic rRNA transcript (SSU-rRNA, LSU-rRNA, 4.5S-rRNA, 5S-rRNA) [GO:0000489]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"small nucleolar ribonucleoprotein complex assembly [GO:0000491]",0.738462917214171,1,1,0.138329411085399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"box C/D snoRNP assembly [GO:0000492]",0.738462917214171,1,1,0.138329411085399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"box H/ACA snoRNP assembly [GO:0000493]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"box C/D snoRNA 3'-end processing [GO:0000494]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"box H/ACA snoRNA 3'-end processing [GO:0000495]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"flocculation via cell wall protein-carbohydrate interaction [GO:0000501]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"embryonic axis specification [GO:0000578]",0.474981586959229,0.123275277606359,0.107796523447005,1,0.345856774010796,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"achiasmate meiosis I [GO:0000705]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic DNA double-strand break processing [GO:0000706]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic DNA recombinase assembly [GO:0000707]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic strand invasion [GO:0000708]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic joint molecule formation [GO:0000709]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic mismatch repair [GO:0000710]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic DNA repair synthesis [GO:0000711]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"resolution of meiotic recombination intermediates [GO:0000712]",0.738462917214171,1,1,0.138329411085399,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic heteroduplex formation [GO:0000713]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"meiotic strand displacement [GO:0000714]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nucleotide-excision repair, DNA damage recognition [GO:0000715]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0146051441127052,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"transcription-coupled nucleotide-excision repair, DNA damage recognition [GO:0000716]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nucleotide-excision repair, DNA duplex unwinding [GO:0000717]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"nucleotide-excision repair, DNA damage removal [GO:0000718]",0.634619872327206,1,1,1,0.304950346327304,1,0.493942431176227,1,1,1,1,1,1,1,1,0.0845191606200945,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"photoreactive repair [GO:0000719]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,0.0047822153289393,1,1,1,1,1,1,1,1,1,1
"pyrimidine dimer repair by nucleotide-excision repair [GO:0000720]",1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"telomere maintenance via recombination [GO:0000722]",0.469042521708905,1,1,1,0.486824665951365,0.199687050065385,0.713242950155763,1,1,1,1,1,1,1,1,1,1,0.258072915219283,1,1,0.182085552016041,1,1,1,1,1,1,1,1,1
"telomere maintenance [GO:0000723]",0.795083887104608,1,1,0.876064759538067,0.49656760067343,0.433136717296369,0.175061953541403,1,1,1,0.357336597903732,1,1,0.364399693640655,1,0.3381296831937,1,0.171626926015423,1,1,0.400823353015994,0.106501435065908,1,1,1,1,1,1,1,1
"double-strand break repair via homologous recombination [GO:0000724]",0.0100494906052253,1,1,1,0.720422796853922,1,0.908032395589513,1,1,1,1,0.144000632048001,0.704675443218912,1,1,1,1,0.434613624246651,1,1,1,1,1,1,1,1,1,1,1,1
